airline_sentiment,text
0,@USAirways  nothing was available. Male flight crew was not nice/dismissive. Big guy was standby and probably didn't even pay.
0,@USAirways is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.
1,@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.
0,@USAirways I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight.
0,@USAirways this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air
0,@USAirways is moving the plane to the end of the runway for us to sit on it for an hour and a half. They didn't even let us off.
0,@USAirways hi is there somebody avail who can help .....with an refund ? its unbelievable on the phone w US for more than 7 hrs in 4 days
0,@USAirways Plus a US Airways - you need to do something about this! I left Philly to thaw out!!!! http://t.co/pKy7ZhnNRH
0,@USAirways ordered a Scotch &amp; water and F/A asked if I wanted full glass or half? 60 yrs old and first time ever asked that????
0,"@USAirways yeah, the mark was like a mile back. Also we're an hour Late Flight. So thanks a ton for the great service today."
0,@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.
0,"@USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat, too. #oldseatnocushion #worstflight #nohelponboard"
0,@USAirways First class no snack basket was catered so drinks only No preflight drink or coathanging 1st drink service 50 min after take off
0,"@USAirways you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else"
0,@USAirways #428 delayed due to #frozentoilet #medicalissue #mechanicalissue #dispatchissue We've heard it all! #LetsGo
0,"@USAirways ""Able""? Does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
0,@USAirways is the worst. 45 minute delay in Boston. Not weather reLate Flightd. Going to miss our connecting flight. Gassing up the plane issue.
0,@USAirways is the worst!! Still haven't left.. Everyone missing connections.
0,@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.
0,@USAirways I have been trying to book a flight using my miles for 3 straight days. 210 min on phone - still haven't talked to a human.
0,@USAirways gonna miss connecting flight.. Delayed flying out of Boston
0,@USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes!!!
1,@USAirways thank you for refunding me on my baggage ! really appreciate it
0,@USAirways thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.
1,@USAirways @AmericanAir I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.
0,@USAirways NEVER AGAIN! Worse experience in my life. http://t.co/3dDQq0gQni
0,.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.
0,"@USAirways 7+ hrs stranded in DCA...zero apologies and the worst customer service. Been a faithful traveler for 15+ years, but no more!"
0,@USAirways this response doesn't correct the fact that your pilot failed to keep passengers updated
0,@USAirways been at DCA at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! Absolutely worse experience!
0,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical."
0,"@USAirways never flying #USAirways again. Horrible experience, terrible customer service."
1,@USAirways we will...sunday! Just a few days away
0,@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.
0,@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad
0,@USAirways Then told to offload because the captain was over hours? This has been a terrible experience.
0,"@USAirways Why were we loaded onto the plane (4 hours Late Flight, mind you), made to sit for 40 minutes"
0,@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.
0,@USAirways offloading the plane?!?!?! This is ridiculous!!!!
1,"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!"
0,@USAirways that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA
1,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌
0,@USAirways that seems unlikely without a crew here to board us
0,"@USAirways that's incorrect. Four people, last flight of the night, with our bags. #horriblecustomerservice"
1,@USAirways Exicted to be flying with y'all soon !!
0,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors"
0,@USAirways I’ll do that in addition to reviewing on my blog. Your agents were pleasant but the experience was less than :/
0,@USAirways your new seat assignment service is an embarrassment to airlines and customers worldwide. #shameonyou #usairwayssucks
0,@USAirways worst experience ever with you guys…see my blog tomorrow on my experience. Maybe you can help make it better.
0,@USAirways now the freezing bus is just doing circles?
0,"@USAirways please explain, I have plenty of time since I'm STRANDED!!"
0,"@USAirways I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice."
0,@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?
0,@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?
0,@USAirways we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.
0,@USAirways doesn't want me to get home
0,"@USAirways They don't stand alone for me, I bought tix based on USAir confirmed flight. What good is confirmation if you change it anyway?"
0,"@USAirways DCA-&gt;HPN, u r prof hostage takers.We stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!"
0,"@USAirways - I bet you don't, but I'm the paying customer here. I know how to check for flight delays, thank you."
0,"@USAirways I can't even use my return flight home because the change fees you charge are too expensive, forcing me to purchase a new ticket."
0,@USAirways oh great after a 5 hour delay we get to sit on the plane for another hour without it moving.  Flight 1137 has been awful
0,@USAirways that's the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.
0,@USAirways never flying with you guys again. Extremely disorganized and too many delays.
0,"@USAirways my buddies are currently delayed 3.5 hours and counting in DCA on their ways to CAE for a golf week, any compensation? #FlyDelta"
0,"@USAirways Flights 890 was the delay, Flight 5136 was my missed connection… Help!"
0,@USAirways the flight that I did not connect to was 1857.
0,@USAirways even when I do simple google search by flight number it tells me which gate so won't be that difficult am sure #disappointed
0,@USAirways yes .not sure how you guys don't know gate is occupied and keep us waiting
0,"@USAirways Wow! Your miles program is Ripoff,Quick ticket fee 75$ I hope you all end up on unemployment."
0,@USAirways - BOS -&gt; DCA delayed again. This needs to stop. I will be filing complaints with the FAA and Consumer Affairs
0,@USAirways sitting on the Tarmac waiting to deplane 40+ minutes. The level of service I've come to expect.
0,@USAirways you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.
0,@USAirways the least you could do is make up for what you have caused. You are ruining people's memories! You should be ashamed!
0,"@USAirways 1st a Late Flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. You call this customer service??"
0,"@USAirways due to your expensive change fees either. Out of all the airlines, we chose yours, all do you could screw us. STRANDED!! No help!"
0,"@USAirways we can't afford the international change fees to rebook our trip so we wanted to go home, turns out we can't afford to go home."
0,"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded."
1,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!
0,@USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding. #ffstatusdontmatter #thenewaa
1,@USAirways We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!
1,"@USAirways Thank you, @USAirways!  Your fare to from DTW to DCA was much lower than @Delta and @SouthwestAir!  Thank you! You won me over!"
0,@USAirways flight 728 from PHL to London has been sitting on the tarmac for 46min w/NO further update from the pilot. what gives???
0,"@USAirways I already HAVE, four times"
0,"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed."
0,@USAirways I submitted refund request b4 1st flight 2 days ago. Is that all I need 2 do?
1,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
0,"@USAirways Seriously??? I have shared my concerns four times already, to NO avail!  Geeeeezzzzz! #frustrated flyer"
0,@USAirways No hot food on a 5 hour flight? Crazy. Couldn't eat in PHL b/c our original connection was 40 min Late Flight. What gives? #PHLtoLAS
0,"@USAirways Seriously, flight delay Cinci to Philly due to new ground staff, miss connection to MAN UK and now have to argue for hotel. WTF"
0,@USAirways thank you for continuing to be the worst airline out. Didn't need that extra hour of sleep after 29 hours of travel anyway
0,"@USAirways I guess they only respond to compliments. Sorry, can't think@of even ONE."
0,@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie
0,@USAirways 45 minutes on hold waiting to speak with an agent !! Come on #USAirways !!! Ridiculous #baggagelost #usairways
0,"@USAirways unable to locate baggage, this is frustrating. All my sons clothes and needs in it. #zfv #yyz #usairways #baggagelost"
0,"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days."
0,"@USAIRWAYS ARE YOU KIDDING ME?? Bad customer service, folks. Flew from PSP to PHX flight 2692 on 2/19. (cont) http://t.co/KigfKVXxDQ"
1,@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!
0,@USAirways problem with flight in Gainesville US Airways  5137 to CLT will miss connecting flight 5547 to IAD. When can I get another flight
0,@USAirways still no rep can talk 3 days Late Flightr. U r asking me to checkin to my flight tmrw and my refund is being requested.  Deal w this!!
0,"@USAirways flight 1777 has been waiting for 30 minutes at RSW waiting for weight balance clearance. Come on, let us leave!"
0,"@USAirways @AskPayPal When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded."
0,"@USAirways @AskPayPal completed. If that's the case then why does it still say ""in progress"" on Paypal's website. I reserved on the 13th."
0,"@USAirways Appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. I vote for texts if practical :)"
0,@USAirways HORRIBLE communication on delayed flight out of LGA!!!! I got 2 emails in seconds w different delay times!!!! HORRIBLE
1,@USAirways thank you finally got our bag. Customer services reps were wonderful.
0,@USAirways 45 min hold time then a hang up by Manager Mike in dividend miles dept. tough to justify sticking with the Us air CC and status.
0,@USAirways never fails to disappoint.
0,@USAirways platinum flyer bought tkt in AA. Also both accounts are linked. So WHY can't I check in for flight tomorrow?
0,@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.
0,"@USAirways flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys - est 40min behind now"
1,@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(
1,@USAirways I miss you too. Work has taken me out of Philly. I’ve been on flight 1776 from BOS —&gt; PHL so many times I should have a res. seat
0,@USAirways @AmericanAir Total lack of cust. service for a mom flying solo w. baby. Will not be flying w. Am. Air again!!!
0,@USAirways pure anarchy on flight 555 to SLC. People walking in with nothing packed in bags with arms full of stuff. #getittogether
0,@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.
1,@USAirways no problem.  Things worked out at airport.   Thanks!
0,@USAirways i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues
0,@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..
1,"@USAirways yes, it's a domestic flight. Thank you!"
1,@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S
0,@USAirways they say connections are good still...but another reFlight Booking Problems is the last thing I need today
0,@USAirways tells me to talk to @AmericanAir about my delayed flights. AA tells me to talk to US. #ihatemergers
0,@USAirways what is the holdup? Should I be looking for another flight?
0,@USAirways this is going to take up to an hour--not okay USAir. Not okay. This is ruining everything.
0,@USAirways 4420 delayed further?
0,@USAirways 25+ min. Hung up. Always awful having to call Reservations there.
0,.@USAirways I guess from now on I should take my chances &amp; keep the $50 for the courtesy free because it seems cabin is always full.
0,@USAirways 4 hours Late Flightr And i lost my conection 😡
0,@USAirways over 15min hold on your reservation line. embarrassing. AA Platinum member.
1,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
1,@USAirways thanks.  If you have another method also that would be nice.  Appears to be a design flaw
0,@USAirways yes.  Every one of these on every flight is like this.  There needs to be more Velcro or something
0,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ
0,@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.
0,"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!"
0,@USAirways FUK U US AIRWAYS WITH YO SHITTY CHICKEN SALAD SANDWICH THAT SO OVERPRICED AND U FUKING MAKE ME WAIT IN A 6 HR LAYOVER FUK U AND
0,@USAirways $75 for that uncertainty? I know u run an account; u don't create policy. But it's an undue penalty for a job req'ing flexibility
0,@USAirways why are you letting us go to the runway if there are mechanical problems. #wewantcomps
0,@USAirways WTF is going on with the 1:30 from DC to BOS? Twice we go back back to the gate after leaving for the runway? Total BS.
0,@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted
0,@USAirways I keep missing my updated connections. Need to make it to #JAX to be in my friend's wedding! #strandedattheairport
0,@USAirways how are you guys losing luggage when it was suppose to be on the same flight I was on. Highly disappointed no meds no clothes :(
0,"@USAirways @garywerk poor excuse. I was towards front of plane, no sandwiches, we have to pay for them, should have more"
0,"@USAirways I'm not patient. I'm annoyed. If you can't book this travel online, then you shouldn't make people wait on the phone."
0,@USAirways still in yuma waiting for 2702 to go. Looks like I might miss 2696 to MontereyRegionalAirport need options please
0,"“@USAirways: @alan_bledsoe Thanks for your feedback, Alan.” Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt"
1,@USAirways lol me too
0,@USAirways still waiting on a response
0,@USAirways - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.
0,@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers
0,@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat
1,"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!"
1,@USAirways I just think it's weird to have mileage as 666
0,@USAirways Some of my 4 kids are anxious. Husband and I can't sit with all 4 with current setup. No warning that our 6 seats changed.
0,@USAirways but you guys switched me and didn't inform me of the chathes
0,"@USAirways worst airline ever....left without luggage for 7 days, submit $700 expenses and they offer a refund of $297? #badservice"
0,"@USAirways your app is bad, and you should feel bad."
0,@USAirways Still irritated that our well planned and booked return was messed with &amp; with no warning.
0,@USAirways is probably losing a family of world travelers as customers due to broken processes. @AmericanAir I hope you can fix it
0,"@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting"
0,@USAirways You will be hearing a lot more from me instead of your feedback when I get back home.
0,@USAirways has the most ass backwards process for using credits on flights. even trying to get a hold of customer relations is impossible
0,@USAirways @AmericanAir Will you be destroying lives in Eastern @GastonCounty during this lively little event? For profits you will.
0,@USAirways 5 hour cross country morning flight and you have no food? #BadService
0,@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.
0,@USAirways we bought our tickets months ago. Had seats together for all 6. Haven't changed flight. Now 4 kids seats are scattered on plane.
0,@USAirways 1 person to check in 50 people and the plane boards in 20 minutes and he is telling people @AmericanAir exec bene's not honored
0,@USAirways Cancelled Flightled due to maintenance. The plane was there for 10 hours. Get your shit together because there are a lot of people unhappy.
0,@USAirways a year and every time with US Air something happens. I sat waiting for a re-scheduled flight for 10 hours then to say its
0,"@USAirways was switched to an American Airlines flight, not by choice, and now I am charged $50 for bags? Thought y'all merged?"
0,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...
0,@USAirways No I got to Philly on Monday and got to my final destination South Carolina on Wednesday. Its not acceptable.
0,@USAirways over an hour now and still no one at the Yuma counter
0,@USAirways now you have over 50 people in line. This is stupid!!! What the heck!
0,@USAirways some people in line have been waiting 55 minutes for a customer service representative
0,@USAirways @americanair I feel sorry for AA
0,@USAirways there has been NO one at the Yuma ticket counter for 30 minutes and there are about 30 people in line. Terrible service!!!
0,@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797
0,"@USAirways Stuck in Philadelphia airport for 32 hours due to ""maintenance"". Dreading my flight back home. Disgusting."
0,@USAirways I'll sincerely regret Dividend miles! Good things coming to an end :(
1,@USAirways thanks
0,@USAirways thanks for telling me my flight was on time when the plane was broken. You're an inferior airline.
0,@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.
0,@USAirways they finally answered. They were rude and didn't help me at all.
1,"@USAirways #success made flight , please thank the crew of 556 great time recovery"
1,@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
0,@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful
0,@USAirways 1917. Still sitting here. Feels badly handled.
1,@USAirways  Lilly M in SJU check in is fabulous!
0,@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.
0,@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience
1,@USAirways that's where we are now. Thank you.
0,"@USAirways I've been on a music hold for over a hour trying to get my AAdvantage membership merged, can someone please call me ASAP?"
0,"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?"
0,@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...
0,@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.
1,@USAirways #tbt every day.
0,@USAirways what's the issue with flight 4420 from jax being delayed tonight?
0,@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated
1,"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
0,@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours
0,@USAirways will these prices be honored? Ive waited this 1 1/2 hours on hold to make sure I can still get the prices I originally started
1,@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.
0,@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!
0,@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.
0,@USAirways left us. had to stay on other flight until they got bags off. This sucks. Had to run with a baby and bags!
0,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.
1,@USAirways thank you
0,@USAirways another bad experience today.  Frozen pipes on 597.  Missing connection.
0,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!"
0,@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.
0,@USAirways found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min
0,@USAirways we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight.
0,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time
0,@USAirways @AmericanAir I'm a chairman who was in 1st class on both my flights today. System Cancelled Flightled my tickets and kicked me out of 1st.
0,@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!
1,@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal
0,"@USAirways yeah , I have been expecting The same for 3 hours"
0,i wish i was flying @USAirways ... @JetBlue Cancelled Flightled our flights tomorrow and never notified us #FlyUS #Ripoff
0,@USAirways 502 M-phx Im still on The plane waiting And waiting
0,@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!
0,@USAirways our hold up now is the captain that was Late Flight...his bag doesn't fit.
0,@USAirways that's it?!?!?
1,@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀
0,@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?
0,"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable"
0,@USAirways phone support rebooked but orig flt was Late Flight. Made it!
1,@USAirways KUDOS to your phone support and Charlotte gate staff!
0,@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!
0,@USAirways I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt
0,@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883)
0,"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash."
0,@USAirways on flight # 556 delayed#connection help for flight # 561 # help via email
0,@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing
0,@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.
0,"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]"
0,@USAirways lol thanks to you we had to switch to American http://t.co/Sl6BDRXfN8
0,@USAirways 'preciate it but cant get off plane to speak w agent / wont come on plane 5015 knoxville...?
0,@USAirways just called reservations.  Cannot change just able to put note on res.  Problem is tsa...
0,"@USAirways I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?"
0,@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239
0,@USAirways i hate you
0,"@USAirways it is the same passenger, just her maiden name ended up as last name through online Flight Booking Problems.  Yes, understand non transferable"
0,@USAirways understood and so does us airways.  Getting through tsa is the problem
0,@USAirways I paid for my seat.  I expect to be able to use my full seat
0,"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy"
0,@USAirways so I was just told I was coded as an upgrade... I clearly purchased this seat with my miles and refuse to downgrade. #ripoff
0,"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land."
0,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!"
0,@USAirways you're the only airline that's not open sooner. It's not a confidence booster.
0,@USAirways checked in last night @ airport by supervisor w boarding pass for 1A - boarding today seat changed to 7F. How does that happen?
0,@USAirways new problem...had wrong last name on reservation which is airways fixed. New can't get through TSA
0,@USAirways cardholder is flying.  We both have us airways and advantage cards which is more frustrating.
0,@USAirways this has been the worst trip with little to no customer service
0,@USAirways testing my patience this evening (or shall I say morning?). We waited an hour at the gate for you to find a gate agent.  130am
0,"@USAirways flying from Manchester international to Philadelphia and getting emails about delays, no information about connecting flights.."
0,"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day"
0,"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself"
0,@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help
0,"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV"
1,@USAirways Will do :)
0,@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways
1,@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.
0,"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags"
1,@USAirways - done :)
0,@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt
1,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!"
0,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
0,@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min
0,@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?
0,@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5
0,"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight."
0,@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.
0,@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.
0,@USAirways lost our luggage. #yay
0,@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!
0,@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation
0,@USAirways : its just a very bad customer service experience// can you help
0,"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back"
0,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
0,@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess
0,"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!"
0,@USAirways no your not!
0,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled
1,@USAirways thank you for fixing my 5 hour delay.
0,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing
0,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8
1,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :)
1,@USAirways landed safely everything worked out.
0,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth
0,@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.
0,@USAirways delays to the max
1,@USAirways on Sunday! Can't wait! See you then
0,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA
0,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far
0,"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected."
0,@USAirways Emailed them a week ago and still nothing...
0,@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!
0,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
0,@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr
0,@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.
1,@USAirways finally rectified my flight situation! Thanks again
1,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything
0,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done
0,@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.
0,@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr
0,@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here
1,@USAirways ice cream up front! Solid
1,@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout
0,@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!
0,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers."
0,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.
0,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?"
0,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone
0,@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.
0,@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.
0,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?
